orgId	fit.genomics Name	Scientific  Name as shown in KBase	RefSeq/Genome ID	Media w/o Carbon and Nitrogrn source	Kbase Template Media	Carbon and Nitrogen Cpds IDs	Name/Media ID	Group	Condition	Description
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00122	set5IT077	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00029	set1IT013	carbon source	Potassium acetate	acetate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00029	set1IT030	carbon source	Potassium acetate	acetate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00118	set5IT076	carbon source	Putrescine Dihydrochloride	Putrescine (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221;cpd00159	set1IT018	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221;cpd00159	set1IT035	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221	set1IT016	carbon source	Sodium D-Lactate	D-Lactate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221	set1IT033	carbon source	Sodium D-Lactate	D-Lactate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00106	set1IT014	carbon source	Sodium Fumarate dibasic	Fumarate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00106	set1IT031	carbon source	Sodium Fumarate dibasic	Fumarate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00159	set1IT017	carbon source	Sodium L-Lactate	L-Lactate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00159	set1IT034	carbon source	Sodium L-Lactate	L-Lactate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00020	set1IT019	carbon source	Sodium pyruvate	pyruvate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00020	set1IT036	carbon source	Sodium pyruvate	pyruvate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00036	set1IT020	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00036	set1IT037	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00076	set1IT003	carbon source	Sucrose	Sucrose (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00076	set1IT023	carbon source	Sucrose	Sucrose (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd01741	set2IT067	carbon source	Tween 20	Tween 20 (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd01741	set2IT085	carbon source	Tween 20	Tween 20 (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00249	set5IT079	carbon source	Uridine	Uridine (C)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00128	set6IT051	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00182	set6IT050	nitrogen source	Adenosine	Adenosine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00013	set6IT056	nitrogen source	Ammonium chloride	Ammonium chloride (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	0	set5IT092	nitrogen source	Carnitine Hydrochloride	Carnitine Hydrochloride (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00307	set6IT055	nitrogen source	Cytosine	Cytosine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00117	set5IT089	nitrogen source	D-Alanine	D-Alanine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd27103	set6IT049	nitrogen source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00550	set5IT088	nitrogen source	D-Serine	D-Serine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd24418	set5IT091	nitrogen source	Gly-Glu	Gly-Glu (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00246	set6IT053	nitrogen source	Inosine	Inosine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00322	set5IT084	nitrogen source	L-Isoleucine	L-Isoleucine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00107	set5IT085	nitrogen source	L-Leucine	L-Leucine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00066	set5IT086	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00069	set5IT087	nitrogen source	L-tyrosine disodium salt	L-tyrosine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00118	set5IT093	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00075	set6IT058	nitrogen source	Sodium nitrite	nitrite (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00151	set6IT054	nitrogen source	Thymine	Thymine (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00073	set6IT059	nitrogen source	Urea	Urea (N)
pseudo5_N2C3_1	Pseudomonas fluorescens FW300-N2C3	Pseudomonas fluorescens	GCF_001307275.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00249	set6IT052	nitrogen source	Uridine	Uridine (N)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00136	set8IT034	carbon source	4-Hydroxybenzoic Acid	4-Hydroxybenzoic Acid (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00136	set8IT044	carbon source	4-Hydroxybenzoic Acid	4-Hydroxybenzoic Acid (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00024	set1IT007	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00024	set2IT007	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	0	set1IT029	carbon source	Carnitine Hydrochloride	Carnitine Hydrochloride (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	0	set2IT029	carbon source	Carnitine Hydrochloride	Carnitine Hydrochloride (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set1IT030	carbon source	casamino acids	casaminos (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set2IT030	carbon source	casamino acids	casaminos (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00117	set1IT028	carbon source	D-Alanine	D-Alanine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00117	set2IT028	carbon source	D-Alanine	D-Alanine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00082	set2IT002	carbon source	D-Fructose	D-Fructose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00108	set1IT006	carbon source	D-Galactose	D-Galactose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00108	set2IT006	carbon source	D-Galactose	D-Galactose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00222	set1IT008	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00222	set2IT008	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd27103	set1IT032	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd27103	set2IT032	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00027	set1IT001	carbon source	D-Glucose	D-Glucose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00027	set2IT001	carbon source	D-Glucose	D-Glucose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00138	set1IT033	carbon source	D-Mannose	D-Mannose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00138	set2IT033	carbon source	D-Mannose	D-Mannose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00588	set1IT019	carbon source	D-Sorbitol	D-Sorbitol (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00588	set2IT019	carbon source	D-Sorbitol	D-Sorbitol (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00794	set8IT035	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00794	set8IT045	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00154	set1IT005	carbon source	D-Xylose	D-Xylose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00154	set2IT005	carbon source	D-Xylose	D-Xylose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00100	set1IT018	carbon source	Glycerol	Glycerol (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00100	set2IT018	carbon source	Glycerol	Glycerol (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00035	set1IT025	carbon source	L-Alanine	L-Alanine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00035	set2IT025	carbon source	L-Alanine	L-Alanine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00224	set1IT004	carbon source	L-Arabinose	L-Arabinose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00224	set2IT004	carbon source	L-Arabinose	L-Arabinose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00132	set8IT031	carbon source	L-Asparagine	L-Asparagine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00132	set8IT041	carbon source	L-Asparagine	L-Asparagine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00053	set1IT023	carbon source	L-Glutamine	L-Glutamine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00053	set2IT023	carbon source	L-Glutamine	L-Glutamine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00119	set1IT022	carbon source	L-Histidine	L-Histidine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00119	set2IT022	carbon source	L-Histidine	L-Histidine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00322	set1IT026	carbon source	L-Isoleucine	L-Isoleucine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00322	set2IT026	carbon source	L-Isoleucine	L-Isoleucine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00107	set8IT032	carbon source	L-Leucine	L-Leucine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00107	set8IT036	carbon source	L-Leucine	L-Leucine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00107	set8IT042	carbon source	L-Leucine	L-Leucine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00107	set8IT046	carbon source	L-Leucine	L-Leucine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00130	set1IT021	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00130	set2IT021	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00066	set1IT027	carbon source	L-Phenylalanine	L-Phenylalanine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00066	set2IT027	carbon source	L-Phenylalanine	L-Phenylalanine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00121	set1IT017	carbon source	m-Inositol	m-Inositol (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00121	set2IT017	carbon source	m-Inositol	m-Inositol (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00118	set1IT031	carbon source	Putrescine Dihydrochloride	Putrescine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00118	set2IT031	carbon source	Putrescine Dihydrochloride	Putrescine (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221;cpd00159	set1IT011	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221;cpd00159	set2IT011	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221	set1IT009	carbon source	Sodium D-Lactate	D-Lactate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221	set2IT009	carbon source	Sodium D-Lactate	D-Lactate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00159	set1IT010	carbon source	Sodium L-Lactate	L-Lactate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00159	set2IT010	carbon source	Sodium L-Lactate	L-Lactate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd03846	set1IT034	carbon source	Sodium octanoate	octanoate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd03846	set2IT034	carbon source	Sodium octanoate	octanoate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00141	set1IT014	carbon source	Sodium propionate	propionate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00141	set2IT014	carbon source	Sodium propionate	propionate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00020	set1IT012	carbon source	Sodium pyruvate	pyruvate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00020	set2IT012	carbon source	Sodium pyruvate	pyruvate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00036	set1IT013	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00036	set2IT013	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00076	set1IT003	carbon source	Sucrose	Sucrose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00076	set2IT003	carbon source	Sucrose	Sucrose (C)
pseudo6_N2E2	Pseudomonas fluorescens FW300-N2E2	Pseudomonas fluorescens	GCF_001623525.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00137	set8IT033	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
